organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Population (monthly) March 2024,Population (monthly) February 2025,Population (monthly) September 2022,Population (monthly) March 2021,Population (monthly) September 2019,Population (monthly) February 2022,Population (monthly) November 2020,Population (monthly) April 2023,Population (monthly) March 2018,Population (monthly) December 2024,Population (monthly) July 2020,Population (monthly) October 2023,Population (monthly) February 2019,Population (monthly) March 2020,Population (monthly) November 2022,Population (monthly) September 2021,Population (monthly) October 2025,Population (monthly) May 2021,Population (monthly) September 2018,Population (monthly) October 2022,Population (monthly) November 2019,Population (monthly) May 2018,Population (monthly) December 2023,Population (monthly) October 2019,Population (monthly) January 2020,Population (monthly) February 2020,Population (monthly) March 2019,Population (monthly) July 2021,Population (monthly) August 2025,Population (monthly) July 2018,Population (monthly) November 2023,Population (monthly) August 2022,Population (monthly) April 2020,Population (monthly) April 2025,Population (monthly) May 2024,Population (monthly) October 2020,Population (monthly) December 2021,Population (monthly) December 2018,Population (monthly) February 2021,Population (monthly) March 2025,Population (monthly) June 2023,Population (monthly) August 2021,Population (monthly) January 2023,Population (monthly) February 2018,Population (monthly) August 2018,Population (monthly) March 2022,Population (monthly) May 2020,Population (monthly) August 2020,Population (monthly) October 2021,Population (monthly) October 2018,Population (monthly) June 2024,Population (monthly) February 2024,Population (monthly) June 2021,Population (monthly) August 2019,Population (monthly) April 2022,Population (monthly) June 2020,Population (monthly) July 2024,Population (monthly) September 2020,Population (monthly) April 2019,Population (monthly) May 2023,Population (monthly) October 2024,Population (monthly) September 2025,Population (monthly) December 2025,Population (monthly) June 2022,Population (monthly) April 2021,Population (monthly) May 2025,Population (monthly) November 2018,Population (monthly) April 2018,Population (monthly) December 2022,Population (monthly) January 2022,Population (monthly) June 2019,Population (monthly) September 2024,Population (monthly) May 2022,Population (monthly) July 2023,Population (monthly) January 2019,Population (monthly) December 2019,Population (monthly) November 2025,Population (monthly) January 2024,Population (monthly) May 2019,Population (monthly) July 2025,Population (monthly) August 2024,Population (monthly) January 2021,Population (monthly) March 2023,Population (monthly) June 2018,Population (monthly) July 2022,Population (monthly) January 2018,Population (monthly) November 2024,Population (monthly) September 2023,Population (monthly) July 2019,Population (monthly) April 2024,Population (monthly) November 2021,Population (monthly) December 2020,Population (monthly) February 2023,Population (monthly) June 2025,Population (monthly) August 2023,Population (monthly) January 2025
od29axZQYBM,20709 Karaiyamai Rural Municipality,20709,à¤•à¤°à¥ˆà¤¯à¤¾à¤®à¤¾à¤ˆ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,29408,29408,29624,29123,31825,29624,32468,29408,31189,29408,32468,29408,31825,32468,29624,29123,29408,29123,31189,29624,31825,31189,29408,31825,32468,32468,31825,29123,29408,31189,29408,29624,32468,29408,29408,32468,29123,31189,29123,29408,29408,29123,29408,31189,31189,29624,32468,32468,29123,31189,29408,29408,29123,31825,29624,32468,29408,32468,31825,29408,29408,29408,29408,29624,29123,29408,31189,31189,29624,29624,31825,29408,29624,29408,31825,31825,29408,29408,31825,29408,29408,29123,29408,31189,29624,31189,29408,29408,31825,29408,29123,32468,29408,29408,29408,29408
iuKrkDwtXSf,20710 Baragadhi Rural Municipality,20710,à¤¬à¤¾à¤°à¤¾à¤—à¤¢à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,29857,29857,30441,29916,32612,30441,33265,29857,31965,29857,33265,29857,32612,33265,30441,29916,29857,29916,31965,30441,32612,31965,29857,32612,33265,33265,32612,29916,29857,31965,29857,30441,33265,29857,29857,33265,29916,31965,29916,29857,29857,29916,29857,31965,31965,30441,33265,33265,29916,31965,29857,29857,29916,32612,30441,33265,29857,33265,32612,29857,29857,29857,29857,30441,29916,29857,31965,31965,30441,30441,32612,29857,30441,29857,32612,32612,29857,29857,32612,29857,29857,29916,29857,31965,30441,31965,29857,29857,32612,29857,29916,33265,29857,29857,29857,29857
jgdov3l6jU1,20711 Aadarsha Kotwal Rural Municipality,20711,à¤†à¤¦à¤°à¥�à¤¶ à¤•à¥‹à¤Ÿà¤µà¤¾à¤² à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,31904,31904,30369,29695,32528,30369,33192,31904,31873,31904,33192,31904,32528,33192,30369,29695,31904,29695,31873,30369,32528,31873,31904,32528,33192,33192,32528,29695,31904,31873,31904,30369,33192,31904,31904,33192,29695,31873,29695,31904,31904,29695,31904,31873,31873,30369,33192,33192,29695,31873,31904,31904,29695,32528,30369,33192,31904,33192,32528,31904,31904,31904,31904,30369,29695,31904,31873,31873,30369,30369,32528,31904,30369,31904,32528,32528,31904,31904,32528,31904,31904,29695,31904,31873,30369,31873,31904,31904,32528,31904,29695,33192,31904,31904,31904,31904
j6f5ROpUwXM,20712 Simroungadh Municipality,20712,à¤¸à¤¿à¤®à¥�à¤°à¥Œà¤¨à¤—à¤¢ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,56679,56679,54410,53281,57538,54410,58730,56679,56366,56679,58730,56679,57538,58730,54410,53281,56679,53281,56366,54410,57538,56366,56679,57538,58730,58730,57538,53281,56679,56366,56679,54410,58730,56679,56679,58730,53281,56366,53281,56679,56679,53281,56679,56366,56366,54410,58730,58730,53281,56366,56679,56679,53281,57538,54410,58730,56679,58730,57538,56679,56679,56679,56679,54410,53281,56679,56366,56366,54410,54410,57538,56679,54410,56679,57538,57538,56679,56679,57538,56679,56679,53281,56679,56366,54410,56366,56679,56679,57538,56679,53281,58730,56679,56679,56679,56679
JVLTeuN4LfP,20713 Pacharauta Municipality,20713,à¤ªà¤šà¤°à¥Œà¤¤à¤¾ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,42076,42076,41290,40394,40335,41290,41159,42076,39526,42076,41159,42076,40335,41159,41290,40394,42076,40394,39526,41290,40335,39526,42076,40335,41159,41159,40335,40394,42076,39526,42076,41290,41159,42076,42076,41159,40394,39526,40394,42076,42076,40394,42076,39526,39526,41290,41159,41159,40394,39526,42076,42076,40394,40335,41290,41159,42076,41159,40335,42076,42076,42076,42076,41290,40394,42076,39526,39526,41290,41290,40335,42076,41290,42076,40335,40335,42076,42076,40335,42076,42076,40394,42076,39526,41290,39526,42076,42076,40335,42076,40394,41159,42076,42076,42076,42076
ldV4E2PsEh4,20714 Mahagadhimai Municipality,20714,à¤®à¤¹à¤¾à¤—à¤¢à¥€à¤®à¤¾à¤ˆ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,61201,61201,61166,59943,62324,61166,63592,61201,61075,61201,63592,61201,62324,63592,61166,59943,61201,59943,61075,61166,62324,61075,61201,62324,63592,63592,62324,59943,61201,61075,61201,61166,63592,61201,61201,63592,59943,61075,59943,61201,61201,59943,61201,61075,61075,61166,63592,63592,59943,61075,61201,61201,59943,62324,61166,63592,61201,63592,62324,61201,61201,61201,61201,61166,59943,61201,61075,61075,61166,61166,62324,61201,61166,61201,62324,62324,61201,61201,62324,61201,61201,59943,61201,61075,61166,61075,61201,61201,62324,61201,59943,63592,61201,61201,61201,61201
JiP2gai4NNi,20715 Devtal Rural Municipality,20715,à¤¦à¥‡à¤µà¤¤à¤¾à¤² à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,25689,25689,25707,25167,27633,25707,28193,25689,27080,25689,28193,25689,27633,28193,25707,25167,25689,25167,27080,25707,27633,27080,25689,27633,28193,28193,27633,25167,25689,27080,25689,25707,28193,25689,25689,28193,25167,27080,25167,25689,25689,25167,25689,27080,27080,25707,28193,28193,25167,27080,25689,25689,25167,27633,25707,28193,25689,28193,27633,25689,25689,25689,25689,25707,25167,25689,27080,27080,25707,25707,27633,25689,25707,25689,27633,27633,25689,25689,27633,25689,25689,25167,25689,27080,25707,27080,25689,25689,27633,25689,25167,28193,25689,25689,25689,25689
tpsweQ66cIn,20716 Subarna Rural Municipality,20716,à¤¸à¥�à¤µà¤°à¥�à¤£ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,35624,35624,36756,35996,34875,36756,35595,35624,34168,35624,35595,35624,34875,35595,36756,35996,35624,35996,34168,36756,34875,34168,35624,34875,35595,35595,34875,35996,35624,34168,35624,36756,35595,35624,35624,35595,35996,34168,35996,35624,35624,35996,35624,34168,34168,36756,35595,35595,35996,34168,35624,35624,35996,34875,36756,35595,35624,35595,34875,35624,35624,35624,35624,36756,35996,35624,34168,34168,36756,36756,34875,35624,36756,35624,34875,34875,35624,35624,34875,35624,35624,35996,35624,34168,36756,34168,35624,35624,34875,35624,35996,35595,35624,35624,35624,35624
IWfloqDjBht,20801 Thori Rural Municipality,20801,à¤ à¥‹à¤°à¥€ (à¤¸à¥�à¤µà¤°à¥�à¤£à¤ªà¥�à¤°) à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,17825,17825,17721,17525,25102,17721,25577,17825,24637,17825,25577,17825,25102,25577,17721,17525,17825,17525,24637,17721,25102,24637,17825,25102,25577,25577,25102,17525,17825,24637,17825,17721,25577,17825,17825,25577,17525,24637,17525,17825,17825,17525,17825,24637,24637,17721,25577,25577,17525,24637,17825,17825,17525,25102,17721,25577,17825,25577,25102,17825,17825,17825,17825,17721,17525,17825,24637,24637,17721,17721,25102,17825,17721,17825,25102,25102,17825,17825,25102,17825,17825,17525,17825,24637,17721,24637,17825,17825,25102,17825,17525,25577,17825,17825,17825,17825
ZYSpy8oLqWo,20802 Jirabhawani Rural Municipality,20802,à¤œà¤¿à¤°à¤¾à¤­à¤µà¤¾à¤¨à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,23028,23028,23009,22659,27012,23009,27531,23028,26500,23028,27531,23028,27012,27531,23009,22659,23028,22659,26500,23009,27012,26500,23028,27012,27531,27531,27012,22659,23028,26500,23028,23009,27531,23028,23028,27531,22659,26500,22659,23028,23028,22659,23028,26500,26500,23009,27531,27531,22659,26500,23028,23028,22659,27012,23009,27531,23028,27531,27012,23028,23028,23028,23028,23009,22659,23028,26500,26500,23009,23009,27012,23028,23009,23028,27012,27012,23028,23028,27012,23028,23028,22659,23028,26500,23009,26500,23028,23028,27012,23028,22659,27531,23028,23028,23028,23028
fxxVxM4Dznm,20803 Jagarnathpur Rural Municipality,20803,à¤œà¤—à¤°à¤¨à¤¾à¤¥à¤ªà¥�à¤° à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,33426,33426,33490,32840,38263,33490,38999,33426,37542,33426,38999,33426,38263,38999,33490,32840,33426,32840,37542,33490,38263,37542,33426,38263,38999,38999,38263,32840,33426,37542,33426,33490,38999,33426,33426,38999,32840,37542,32840,33426,33426,32840,33426,37542,37542,33490,38999,38999,32840,37542,33426,33426,32840,38263,33490,38999,33426,38999,38263,33426,33426,33426,33426,33490,32840,33426,37542,37542,33490,33490,38263,33426,33490,33426,38263,38263,33426,33426,38263,33426,33426,32840,33426,37542,33490,37542,33426,33426,38263,33426,32840,38999,33426,33426,33426,33426
wXQf5ocsOhG,20804 Paterwa Sugauli Rural Municipality,20804,à¤ªà¤Ÿà¥‡à¤°à¥�à¤µà¤¾ à¤¸à¥�à¤—à¥Œà¤²à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,26060,26060,25980,25572,28251,25980,28794,26060,27717,26060,28794,26060,28251,28794,25980,25572,26060,25572,27717,25980,28251,27717,26060,28251,28794,28794,28251,25572,26060,27717,26060,25980,28794,26060,26060,28794,25572,27717,25572,26060,26060,25572,26060,27717,27717,25980,28794,28794,25572,27717,26060,26060,25572,28251,25980,28794,26060,28794,28251,26060,26060,26060,26060,25980,25572,26060,27717,27717,25980,25980,28251,26060,25980,26060,28251,28251,26060,26060,28251,26060,26060,25572,26060,27717,25980,27717,26060,26060,28251,26060,25572,28794,26060,26060,26060,26060
mWGNxg5QunN,20805 Sakhuwa Prasauni Rural Municipality,20805,à¤¸à¤–à¥�à¤µà¤¾ à¤ªà¥�à¤°à¤¸à¥Œà¤¨à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,36364,36364,36421,35811,38793,36421,39507,36364,38087,36364,39507,36364,38793,39507,36421,35811,36364,35811,38087,36421,38793,38087,36364,38793,39507,39507,38793,35811,36364,38087,36364,36421,39507,36364,36364,39507,35811,38087,35811,36364,36364,35811,36364,38087,38087,36421,39507,39507,35811,38087,36364,36364,35811,38793,36421,39507,36364,39507,38793,36364,36364,36364,36364,36421,35811,36364,38087,38087,36421,36421,38793,36364,36421,36364,38793,38793,36364,36364,38793,36364,36364,35811,36364,38087,36421,38087,36364,36364,38793,36364,35811,39507,36364,36364,36364,36364
F5dwIiun7k0,20806 Parsagadhi Municipality,20806,à¤ªà¤°à¥�à¤¸à¤¾à¤—à¤¢à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,43176,43176,42294,41588,45757,42294,46616,43176,44912,43176,46616,43176,45757,46616,42294,41588,43176,41588,44912,42294,45757,44912,43176,45757,46616,46616,45757,41588,43176,44912,43176,42294,46616,43176,43176,46616,41588,44912,41588,43176,43176,41588,43176,44912,44912,42294,46616,46616,41588,44912,43176,43176,41588,45757,42294,46616,43176,46616,45757,43176,43176,43176,43176,42294,41588,43176,44912,44912,42294,42294,45757,43176,42294,43176,45757,45757,43176,43176,45757,43176,43176,41588,43176,44912,42294,44912,43176,43176,45757,43176,41588,46616,43176,43176,43176,43176
LdPgWOfFvew,20807 Birgunj Metropolitan City,20807,à¤¬à¤¿à¤°à¤—à¤¨à¥�à¤œ à¤®à¤¹à¤¾à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,283746,283746,274529,270999,286004,274529,291415,283746,280685,283746,291415,283746,286004,291415,274529,270999,283746,270999,280685,274529,286004,280685,283746,286004,291415,291415,286004,270999,283746,280685,283746,274529,291415,283746,283746,291415,270999,280685,270999,283746,283746,270999,283746,280685,280685,274529,291415,291415,270999,280685,283746,283746,270999,286004,274529,291415,283746,291415,286004,283746,283746,283746,283746,274529,270999,283746,280685,280685,274529,274529,286004,283746,274529,283746,286004,286004,283746,283746,286004,283746,283746,270999,283746,280685,274529,280685,283746,283746,286004,283746,270999,291415,283746,283746,283746,283746
FDd4YEgMIPm,20808 Bahudarmai Municipality,20808,à¤¬à¤¹à¥�à¤¦à¤°à¤®à¤¾à¤ˆ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,44908,44908,44757,43912,46414,44757,47293,44908,45548,44908,47293,44908,46414,47293,44757,43912,44908,43912,45548,44757,46414,45548,44908,46414,47293,47293,46414,43912,44908,45548,44908,44757,47293,44908,44908,47293,43912,45548,43912,44908,44908,43912,44908,45548,45548,44757,47293,47293,43912,45548,44908,44908,43912,46414,44757,47293,44908,47293,46414,44908,44908,44908,44908,44757,43912,44908,45548,45548,44757,44757,46414,44908,44757,44908,46414,46414,44908,44908,46414,44908,44908,43912,44908,45548,44757,45548,44908,44908,46414,44908,43912,47293,44908,44908,44908,44908
lA8K5GXCO76,20809 Pokhariya Municipality,20809,à¤ªà¥‹à¤–à¤°à¤¿à¤¯à¤¾ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,38801,38801,39850,39104,41526,39850,42313,38801,40740,38801,42313,38801,41526,42313,39850,39104,38801,39104,40740,39850,41526,40740,38801,41526,42313,42313,41526,39104,38801,40740,38801,39850,42313,38801,38801,42313,39104,40740,39104,38801,38801,39104,38801,40740,40740,39850,42313,42313,39104,40740,38801,38801,39104,41526,39850,42313,38801,42313,41526,38801,38801,38801,38801,39850,39104,38801,40740,40740,39850,39850,41526,38801,39850,38801,41526,41526,38801,38801,41526,38801,38801,39104,38801,40740,39850,40740,38801,38801,41526,38801,39104,42313,38801,38801,38801,38801
gOCG6lmlpPq,20810 Kalikamai Rural Municipality,20810,à¤•à¤¾à¤²à¤¿à¤•à¤¾à¤®à¤¾à¤ˆ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,24125,24125,24246,23810,24855,24246,25326,24125,24391,24125,25326,24125,24855,25326,24246,23810,24125,23810,24391,24246,24855,24391,24125,24855,25326,25326,24855,23810,24125,24391,24125,24246,25326,24125,24125,25326,23810,24391,23810,24125,24125,23810,24125,24391,24391,24246,25326,25326,23810,24391,24125,24125,23810,24855,24246,25326,24125,25326,24855,24125,24125,24125,24125,24246,23810,24125,24391,24391,24246,24246,24855,24125,24246,24125,24855,24855,24125,24125,24855,24125,24125,23810,24125,24391,24246,24391,24125,24125,24855,24125,23810,25326,24125,24125,24125,24125
Y86rNPKnw2a,20811 Dhobini Rural Municipality,20811,à¤§à¥‹à¤¬à¥€à¤¨à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,23070,23070,23365,22918,23428,23365,23873,23070,22984,23070,23873,23070,23428,23873,23365,22918,23070,22918,22984,23365,23428,22984,23070,23428,23873,23873,23428,22918,23070,22984,23070,23365,23873,23070,23070,23873,22918,22984,22918,23070,23070,22918,23070,22984,22984,23365,23873,23873,22918,22984,23070,23070,22918,23428,23365,23873,23070,23873,23428,23070,23070,23070,23070,23365,22918,23070,22984,22984,23365,23365,23428,23070,23365,23070,23428,23428,23070,23070,23428,23070,23070,22918,23070,22984,23365,22984,23070,23070,23428,23070,22918,23873,23070,23070,23070,23070
L9h5hmuLjOq,20812 Chhipaharmai Rural Municipality,20812,à¤›à¤¿à¤ªà¤¹à¤°à¤®à¤¾à¤ˆ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,29846,29846,27318,26819,31312,27318,31897,29846,30725,29846,31897,29846,31312,31897,27318,26819,29846,26819,30725,27318,31312,30725,29846,31312,31897,31897,31312,26819,29846,30725,29846,27318,31897,29846,29846,31897,26819,30725,26819,29846,29846,26819,29846,30725,30725,27318,31897,31897,26819,30725,29846,29846,26819,31312,27318,31897,29846,31897,31312,29846,29846,29846,29846,27318,26819,29846,30725,30725,27318,27318,31312,29846,27318,29846,31312,31312,29846,29846,31312,29846,29846,26819,29846,30725,27318,30725,29846,29846,31312,29846,26819,31897,29846,29846,29846,29846
VDEIU5gdZok,20813 Pakaha Mainpur Rural Municipality,20813,à¤ªà¤•à¤¾à¤¹à¤¾ à¤®à¥ˆà¤¨à¤ªà¥�à¤° à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,23167,23167,23454,23024,24431,23454,24906,23167,23966,23167,24906,23167,24431,24906,23454,23024,23167,23024,23966,23454,24431,23966,23167,24431,24906,24906,24431,23024,23167,23966,23167,23454,24906,23167,23167,24906,23024,23966,23024,23167,23167,23024,23167,23966,23966,23454,24906,24906,23024,23966,23167,23167,23024,24431,23454,24906,23167,24906,24431,23167,23167,23167,23167,23454,23024,23167,23966,23966,23454,23454,24431,23167,23454,23167,24431,24431,23167,23167,24431,23167,23167,23024,23167,23966,23454,23966,23167,23167,24431,23167,23024,24906,23167,23167,23167,23167
hSS0Jqke0uZ,20814 Bindabasini Rural Municipality,20814,à¤¬à¤¿à¤¨à¥�à¤¦à¤¬à¤¾à¤¸à¤¿à¤¨à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,25720,25720,25010,24541,28719,25010,29257,25720,28184,25720,29257,25720,28719,29257,25010,24541,25720,24541,28184,25010,28719,28184,25720,28719,29257,29257,28719,24541,25720,28184,25720,25010,29257,25720,25720,29257,24541,28184,24541,25720,25720,24541,25720,28184,28184,25010,29257,29257,24541,28184,25720,25720,24541,28719,25010,29257,25720,29257,28719,25720,25720,25720,25720,25010,24541,25720,28184,28184,25010,25010,28719,25720,25010,25720,28719,28719,25720,25720,28719,25720,25720,24541,25720,28184,25010,28184,25720,25720,28719,25720,24541,29257,25720,25720,25720,25720
JeXriiVgEnu,30101 Gaurishankar Rural Municipality,30101,à¤—à¥Œà¤°à¤¿à¤¶à¤‚à¤•à¤° à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,15543,15543,16177,16029,17209,16177,17187,15307,17226,15543,17187,15307,17209,17187,16177,16029,15543,16029,17226,16177,17209,17226,15307,17209,17187,17187,17209,16029,15543,17226,15307,16177,17187,15543,15543,17187,16029,17226,16029,15543,15307,16029,15307,17226,17226,16177,17187,17187,16029,17226,15543,15543,16029,17209,16177,17187,15543,17187,17209,15307,15543,15543,15543,16177,16029,15543,17226,17226,16177,16177,17209,15543,16177,15307,17209,17209,15543,15543,17209,15543,15543,16029,15307,17226,16177,17226,15543,15307,17209,15543,16029,17187,15307,15543,15307,15543
jTp30hcgdic,30102 Bigu Rural Municipality,30102,à¤¬à¤¿à¤—à¥� à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,15805,15805,16574,16445,18546,16574,18528,15928,18566,15805,18528,15928,18546,18528,16574,16445,15805,16445,18566,16574,18546,18566,15928,18546,18528,18528,18546,16445,15805,18566,15928,16574,18528,15805,15805,18528,16445,18566,16445,15805,15928,16445,15928,18566,18566,16574,18528,18528,16445,18566,15805,15805,16445,18546,16574,18528,15805,18528,18546,15928,15805,15805,15805,16574,16445,15805,18566,18566,16574,16574,18546,15805,16574,15928,18546,18546,15805,15805,18546,15805,15805,16445,15928,18566,16574,18566,15805,15928,18546,15805,16445,18528,15928,15805,15928,15805
Uvmu9Da0suL,30103 Kalinchowk Rural Municipality,30103,à¤•à¤¾à¤²à¤¿à¤¨à¥�à¤šà¥‹à¤• à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,20386,20386,21462,21244,23030,21462,23001,20440,23057,20386,23001,20440,23030,23001,21462,21244,20386,21244,23057,21462,23030,23057,20440,23030,23001,23001,23030,21244,20386,23057,20440,21462,23001,20386,20386,23001,21244,23057,21244,20386,20440,21244,20440,23057,23057,21462,23001,23001,21244,23057,20386,20386,21244,23030,21462,23001,20386,23001,23030,20440,20386,20386,20386,21462,21244,20386,23057,23057,21462,21462,23030,20386,21462,20440,23030,23030,20386,20386,23030,20386,20386,21244,20440,23057,21462,23057,20386,20440,23030,20386,21244,23001,20440,20386,20440,20386
bTTewrxrkF3,30104 Baiteshwor Rural Municipality,30104,à¤¬à¥ˆà¤¤à¥‡à¤§à¤° à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,17189,17189,18099,17972,19914,18099,19909,17263,19923,17189,19909,17263,19914,19909,18099,17972,17189,17972,19923,18099,19914,19923,17263,19914,19909,19909,19914,17972,17189,19923,17263,18099,19909,17189,17189,19909,17972,19923,17972,17189,17263,17972,17263,19923,19923,18099,19909,19909,17972,19923,17189,17189,17972,19914,18099,19909,17189,19909,19914,17263,17189,17189,17189,18099,17972,17189,19923,19923,18099,18099,19914,17189,18099,17263,19914,19914,17189,17189,19914,17189,17189,17972,17263,19923,18099,19923,17189,17263,19914,17189,17972,19909,17263,17189,17263,17189
UDNIRW1i9Gk,30105 Jiri Municipality,30105,à¤œà¤¿à¤°à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,16120,16120,15698,15569,15899,15698,15877,16179,15920,16120,15877,16179,15899,15877,15698,15569,16120,15569,15920,15698,15899,15920,16179,15899,15877,15877,15899,15569,16120,15920,16179,15698,15877,16120,16120,15877,15569,15920,15569,16120,16179,15569,16179,15920,15920,15698,15877,15877,15569,15920,16120,16120,15569,15899,15698,15877,16120,15877,15899,16179,16120,16120,16120,15698,15569,16120,15920,15920,15698,15698,15899,16120,15698,16179,15899,15899,16120,16120,15899,16120,16120,15569,16179,15920,15698,15920,16120,16179,15899,16120,15569,15877,16179,16120,16179,16120
c8DlVHakEnq,30106 Tamakoshi Rural Municipality,30106,à¤¤à¤¾à¤®à¤¾à¤•à¥‹à¤¶à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,14099,14099,15431,15317,18806,15431,18778,14690,18835,14099,18778,14690,18806,18778,15431,15317,14099,15317,18835,15431,18806,18835,14690,18806,18778,18778,18806,15317,14099,18835,14690,15431,18778,14099,14099,18778,15317,18835,15317,14099,14690,15317,14690,18835,18835,15431,18778,18778,15317,18835,14099,14099,15317,18806,15431,18778,14099,18778,18806,14690,14099,14099,14099,15431,15317,14099,18835,18835,15431,15431,18806,14099,15431,14690,18806,18806,14099,14099,18806,14099,14099,15317,14690,18835,15431,18835,14099,14690,18806,14099,15317,18778,14690,14099,14690,14099
IGnDwGml3CS,30107 Melung Rural Municipality,30107,à¤®à¥‡à¤²à¥�à¤™à¥�à¤— à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,14681,14681,16199,16070,20001,16199,19971,15251,20039,14681,19971,15251,20001,19971,16199,16070,14681,16070,20039,16199,20001,20039,15251,20001,19971,19971,20001,16070,14681,20039,15251,16199,19971,14681,14681,19971,16070,20039,16070,14681,15251,16070,15251,20039,20039,16199,19971,19971,16070,20039,14681,14681,16070,20001,16199,19971,14681,19971,20001,15251,14681,14681,14681,16199,16070,14681,20039,20039,16199,16199,20001,14681,16199,15251,20001,20001,14681,14681,20001,14681,14681,16070,15251,20039,16199,20039,14681,15251,20001,14681,16070,19971,15251,14681,15251,14681
